Date,Country,Region,Business Unit,Account,Scenario,Amount EUR
2025-02-01,Germany,DACH,Equipment,Material Costs,Budget,-1006209.23
2025-02-01,Germany,DACH,Equipment,Production Costs,Budget,-351003.22
2025-02-01,Germany,DACH,Equipment,Personnel Costs,Budget,-280802.58
2025-02-01,Germany,DACH,Equipment,External Services,Budget,-93600.86
2025-02-01,Germany,DACH,Equipment,Travel Expenses,Budget,-27475.03
2025-02-01,Germany,DACH,Equipment,IT Expenses,Budget,-23300.32
2025-02-01,Germany,DACH,Equipment,Other Operating Expenses,Budget,-42447.78
2025-02-01,Germany,DACH,Equipment,Depreciation,Budget,-105300.97
2025-02-01,Germany,DACH,Equipment,Other Operating Income,Budget,9912.46
2025-02-01,Germany,DACH,Equipment,Revenue,Forecast,2368565.55
2025-02-01,Germany,DACH,Equipment,Material Costs,Forecast,-1028965.33
2025-02-01,Germany,DACH,Equipment,Production Costs,Forecast,-358941.39
2025-02-01,Germany,DACH,Equipment,Personnel Costs,Forecast,-287153.11
2025-02-01,Germany,DACH,Equipment,External Services,Forecast,-95717.7
2025-02-01,Germany,DACH,Equipment,Travel Expenses,Forecast,-28286.41
2025-02-01,Germany,DACH,Equipment,IT Expenses,Forecast,-23676.65
2025-02-01,Germany,DACH,Equipment,Other Operating Expenses,Forecast,-41565.63
2025-02-01,Germany,DACH,Equipment,Depreciation,Forecast,-106585.45
2025-02-01,Germany,DACH,Equipment,Other Operating Income,Forecast,9467.25
2025-02-01,France,Western Europe,Industrial Solutions,Revenue,Actual,2459918.01
2025-02-01,France,Western Europe,Industrial Solutions,Material Costs,Actual,-921987.0
2025-02-01,France,Western Europe,Industrial Solutions,Production Costs,Actual,-299022.81
2025-02-01,France,Western Europe,Industrial Solutions,Personnel Costs,Actual,-361319.23
2025-02-01,France,Western Europe,Industrial Solutions,External Services,Actual,-124592.84
2025-02-01,France,Western Europe,Industrial Solutions,Travel Expenses,Actual,-30876.36
2025-02-01,France,Western Europe,Industrial Solutions,IT Expenses,Actual,-24545.67
2025-02-01,France,Western Europe,Industrial Solutions,Other Operating Expenses,Actual,-44723.2
2025-02-01,France,Western Europe,Industrial Solutions,Depreciation,Actual,-86097.13
2025-02-01,France,Western Europe,Industrial Solutions,Other Operating Income,Actual,10111.3
2025-02-01,France,Western Europe,Industrial Solutions,Revenue,Budget,2424017.45
2025-02-01,France,Western Europe,Industrial Solutions,Material Costs,Budget,-896886.46
2025-02-01,France,Western Europe,Industrial Solutions,Production Costs,Budget,-290882.09
2025-02-01,France,Western Europe,Industrial Solutions,Personnel Costs,Budget,-351482.53
2025-02-01,France,Western Europe,Industrial Solutions,External Services,Budget,-121200.87
2025-02-01,France,Western Europe,Industrial Solutions,Travel Expenses,Budget,-28738.09
2025-02-01,France,Western Europe,Industrial Solutions,IT Expenses,Budget,-24348.82
2025-02-01,France,Western Europe,Industrial Solutions,Other Operating Expenses,Budget,-43646.05
2025-02-01,France,Western Europe,Industrial Solutions,Depreciation,Budget,-84840.61
2025-02-01,France,Western Europe,Industrial Solutions,Other Operating Income,Budget,9733.95
2025-02-01,France,Western Europe,Industrial Solutions,Revenue,Forecast,2427590.31
2025-02-01,France,Western Europe,Industrial Solutions,Material Costs,Forecast,-889876.53
2025-02-01,France,Western Europe,Industrial Solutions,Production Costs,Forecast,-288608.6
2025-02-01,France,Western Europe,Industrial Solutions,Personnel Costs,Forecast,-348735.4
2025-02-01,France,Western Europe,Industrial Solutions,External Services,Forecast,-120253.58
2025-02-01,France,Western Europe,Industrial Solutions,Travel Expenses,Forecast,-29152.5
2025-02-01,France,Western Europe,Industrial Solutions,IT Expenses,Forecast,-24517.69
2025-02-01,France,Western Europe,Industrial Solutions,Other Operating Expenses,Forecast,-45281.88
2025-02-01,France,Western Europe,Industrial Solutions,Depreciation,Forecast,-84965.66
2025-02-01,France,Western Europe,Industrial Solutions,Other Operating Income,Forecast,10082.96
2025-02-01,France,Western Europe,Services,Revenue,Actual,1479446.67
2025-02-01,France,Western Europe,Services,Material Costs,Actual,-267521.0
2025-02-01,France,Western Europe,Services,Production Costs,Actual,-118898.22
2025-02-01,France,Western Europe,Services,Personnel Costs,Actual,-349263.53
2025-02-01,France,Western Europe,Services,External Services,Actual,-111467.08
2025-02-01,France,Western Europe,Services,Travel Expenses,Actual,-18919.65
2025-02-01,France,Western Europe,Services,IT Expenses,Actual,-14555.3
2025-02-01,France,Western Europe,Services,Other Operating Expenses,Actual,-26070.99
2025-02-01,France,Western Europe,Services,Depreciation,Actual,-29588.93
2025-02-01,France,Western Europe,Services,Other Operating Income,Actual,5775.9
2025-02-01,France,Western Europe,Services,Revenue,Budget,1559558.21
2025-02-01,France,Western Europe,Services,Material Costs,Budget,-280720.48
2025-02-01,France,Western Europe,Services,Production Costs,Budget,-124764.66
2025-02-01,France,Western Europe,Services,Personnel Costs,Budget,-366496.18
2025-02-01,France,Western Europe,Services,External Services,Budget,-116966.87
2025-02-01,France,Western Europe,Services,Travel Expenses,Budget,-17522.26
2025-02-01,France,Western Europe,Services,IT Expenses,Budget,-15431.59
2025-02-01,France,Western Europe,Services,Other Operating Expenses,Budget,-27539.29
2025-02-01,France,Western Europe,Services,Depreciation,Budget,-31191.16
2025-02-01,France,Western Europe,Services,Other Operating Income,Budget,6275.76
2025-02-01,France,Western Europe,Services,Revenue,Forecast,1526072.85
2025-02-01,France,Western Europe,Services,Material Costs,Forecast,-275819.65
2025-02-01,France,Western Europe,Services,Production Costs,Forecast,-122586.51
2025-02-01,France,Western Europe,Services,Personnel Costs,Forecast,-360097.88
2025-02-01,France,Western Europe,Services,External Services,Forecast,-114924.85
2025-02-01,France,Western Europe,Services,Travel Expenses,Forecast,-19343.62
2025-02-01,France,Western Europe,Services,IT Expenses,Forecast,-15550.81
2025-02-01,France,Western Europe,Services,Other Operating Expenses,Forecast,-27073.13
2025-02-01,France,Western Europe,Services,Depreciation,Forecast,-30521.46
2025-02-01,France,Western Europe,Services,Other Operating Income,Forecast,5884.92
2025-02-01,France,Western Europe,Equipment,Revenue,Actual,1717316.25
2025-02-01,France,Western Europe,Equipment,Material Costs,Actual,-760219.81
2025-02-01,France,Western Europe,Equipment,Production Costs,Actual,-265192.96
2025-02-01,France,Western Europe,Equipment,Personnel Costs,Actual,-212154.37
2025-02-01,France,Western Europe,Equipment,External Services,Actual,-70718.12
2025-02-01,France,Western Europe,Equipment,Travel Expenses,Actual,-20317.73
2025-02-01,France,Western Europe,Equipment,IT Expenses,Actual,-16584.76
2025-02-01,France,Western Europe,Equipment,Other Operating Expenses,Actual,-31957.95
2025-02-01,France,Western Europe,Equipment,Depreciation,Actual,-77279.23
2025-02-01,France,Western Europe,Equipment,Other Operating Income,Actual,6837.79
2025-02-01,France,Western Europe,Equipment,Revenue,Budget,1937051.57
2025-02-01,France,Western Europe,Equipment,Material Costs,Budget,-832932.18
2025-02-01,France,Western Europe,Equipment,Production Costs,Budget,-290557.74
2025-02-01,France,Western Europe,Equipment,Personnel Costs,Budget,-232446.19
2025-02-01,France,Western Europe,Equipment,External Services,Budget,-77482.06
2025-02-01,France,Western Europe,Equipment,Travel Expenses,Budget,-24107.8
2025-02-01,France,Western Europe,Equipment,IT Expenses,Budget,-18752.82
2025-02-01,France,Western Europe,Equipment,Other Operating Expenses,Budget,-34344.47
2025-02-01,France,Western Europe,Equipment,Depreciation,Budget,-87167.32
2025-02-01,France,Western Europe,Equipment,Other Operating Income,Budget,7749.83
2025-02-01,France,Western Europe,Equipment,Revenue,Forecast,1842807.47
2025-02-01,France,Western Europe,Equipment,Material Costs,Forecast,-792853.94
2025-02-01,France,Western Europe,Equipment,Production Costs,Forecast,-276576.96
2025-02-01,France,Western Europe,Equipment,Personnel Costs,Forecast,-221261.57
2025-02-01,France,Western Europe,Equipment,External Services,Forecast,-73753.86
2025-02-01,France,Western Europe,Equipment,Travel Expenses,Forecast,-21815.11
2025-02-01,France,Western Europe,Equipment,IT Expenses,Forecast,-18657.63
2025-02-01,France,Western Europe,Equipment,Other Operating Expenses,Forecast,-32285.2
2025-02-01,France,Western Europe,Equipment,Depreciation,Forecast,-82926.34
2025-02-01,France,Western Europe,Equipment,Other Operating Income,Forecast,7329.25
2025-02-01,Italy,Southern Europe,Industrial Solutions,Revenue,Actual,1800901.97
2025-02-01,Italy,Southern Europe,Industrial Solutions,Material Costs,Actual,-647599.06
2025-02-01,Italy,Southern Europe,Industrial Solutions,Production Costs,Actual,-210032.13
2025-02-01,Italy,Southern Europe,Industrial Solutions,Personnel Costs,Actual,-253788.82
2025-02-01,Italy,Southern Europe,Industrial Solutions,External Services,Actual,-87513.39
2025-02-01,Italy,Southern Europe,Industrial Solutions,Travel Expenses,Actual,-20616.22
2025-02-01,Italy,Southern Europe,Industrial Solutions,IT Expenses,Actual,-18469.21
2025-02-01,Italy,Southern Europe,Industrial Solutions,Other Operating Expenses,Actual,-32685.54
2025-02-01,Italy,Southern Europe,Industrial Solutions,Depreciation,Actual,-63031.57
2025-02-01,Italy,Southern Europe,Industrial Solutions,Other Operating Income,Actual,6987.94
2025-02-01,Italy,Southern Europe,Industrial Solutions,Revenue,Budget,1771603.31
2025-02-01,Italy,Southern Europe,Industrial Solutions,Material Costs,Budget,-655493.22
2025-02-01,Italy,Southern Europe,Industrial Solutions,Production Costs,Budget,-212592.4
2025-02-01,Italy,Southern Europe,Industrial Solutions,Personnel Costs,Budget,-256882.48
2025-02-01,Italy,Southern Europe,Industrial Solutions,External Services,Budget,-88580.17
2025-02-01,Italy,Southern Europe,Industrial Solutions,Travel Expenses,Budget,-22248.53
2025-02-01,Italy,Southern Europe,Industrial Solutions,IT Expenses,Budget,-17757.02
2025-02-01,Italy,Southern Europe,Industrial Solutions,Other Operating Expenses,Budget,-32829.02
2025-02-01,Italy,Southern Europe,Industrial Solutions,Depreciation,Budget,-62006.12
2025-02-01,Italy,Southern Europe,Industrial Solutions,Other Operating Income,Budget,7105.55
2025-02-01,Italy,Southern Europe,Industrial Solutions,Revenue,Forecast,1797894.91
2025-02-01,Italy,Southern Europe,Industrial Solutions,Material Costs,Forecast,-681671.35
2025-02-01,Italy,Southern Europe,Industrial Solutions,Production Costs,Forecast,-221082.6
2025-02-01,Italy,Southern Europe,Industrial Solutions,Personnel Costs,Forecast,-267141.48
2025-02-01,Italy,Southern Europe,Industrial Solutions,External Services,Forecast,-92117.75
2025-02-01,Italy,Southern Europe,Industrial Solutions,Travel Expenses,Forecast,-22710.87
2025-02-01,Italy,Southern Europe,Industrial Solutions,IT Expenses,Forecast,-17889.43
2025-02-01,Italy,Southern Europe,Industrial Solutions,Other Operating Expenses,Forecast,-33148.16
2025-02-01,Italy,Southern Europe,Industrial Solutions,Depreciation,Forecast,-62926.32
2025-02-01,Italy,Southern Europe,Industrial Solutions,Other Operating Income,Forecast,7377.23
2025-02-01,Italy,Southern Europe,Services,Revenue,Actual,1068315.43
2025-02-01,Italy,Southern Europe,Services,Material Costs,Actual,-197385.07
2025-02-01,Italy,Southern Europe,Services,Production Costs,Actual,-87726.7
2025-02-01,Italy,Southern Europe,Services,Personnel Costs,Actual,-257697.17
2025-02-01,Italy,Southern Europe,Services,External Services,Actual,-82243.78
2025-02-01,Italy,Southern Europe,Services,Travel Expenses,Actual,-12143.39
2025-02-01,Italy,Southern Europe,Services,IT Expenses,Actual,-10430.34
2025-02-01,Italy,Southern Europe,Services,Other Operating Expenses,Actual,-18249.33
2025-02-01,Italy,Southern Europe,Services,Depreciation,Actual,-21366.31
2025-02-01,Italy,Southern Europe,Services,Other Operating Income,Actual,4227.21
2025-02-01,Italy,Southern Europe,Services,Revenue,Budget,1123814.83
2025-02-01,Italy,Southern Europe,Services,Material Costs,Budget,-202286.67
2025-02-01,Italy,Southern Europe,Services,Production Costs,Budget,-89905.19
2025-02-01,Italy,Southern Europe,Services,Personnel Costs,Budget,-264096.48
2025-02-01,Italy,Southern Europe,Services,External Services,Budget,-84286.11
2025-02-01,Italy,Southern Europe,Services,Travel Expenses,Budget,-13776.08
2025-02-01,Italy,Southern Europe,Services,IT Expenses,Budget,-11575.82
2025-02-01,Italy,Southern Europe,Services,Other Operating Expenses,Budget,-20266.14
2025-02-01,Italy,Southern Europe,Services,Depreciation,Budget,-22476.3
2025-02-01,Italy,Southern Europe,Services,Other Operating Income,Budget,4788.1
2025-02-01,Italy,Southern Europe,Services,Revenue,Forecast,1099290.59
2025-02-01,Italy,Southern Europe,Services,Material Costs,Forecast,-194595.3
2025-02-01,Italy,Southern Europe,Services,Production Costs,Forecast,-86486.8
2025-02-01,Italy,Southern Europe,Services,Personnel Costs,Forecast,-254054.97
2025-02-01,Italy,Southern Europe,Services,External Services,Forecast,-81081.37
2025-02-01,Italy,Southern Europe,Services,Travel Expenses,Forecast,-12517.38
2025-02-01,Italy,Southern Europe,Services,IT Expenses,Forecast,-10980.69
2025-02-01,Italy,Southern Europe,Services,Other Operating Expenses,Forecast,-19977.22
2025-02-01,Italy,Southern Europe,Services,Depreciation,Forecast,-21985.81
2025-02-01,Italy,Southern Europe,Services,Other Operating Income,Forecast,4391.41
2025-02-01,Italy,Southern Europe,Equipment,Revenue,Actual,1396129.17
2025-02-01,Italy,Southern Europe,Equipment,Material Costs,Actual,-610386.25
2025-02-01,Italy,Southern Europe,Equipment,Production Costs,Actual,-212925.44
2025-02-01,Italy,Southern Europe,Equipment,Personnel Costs,Actual,-170340.35
2025-02-01,Italy,Southern Europe,Equipment,External Services,Actual,-56780.12
2025-02-01,Italy,Southern Europe,Equipment,Travel Expenses,Actual,-16937.8
2025-02-01,Italy,Southern Europe,Equipment,IT Expenses,Actual,-13698.85
2025-02-01,Italy,Southern Europe,Equipment,Other Operating Expenses,Actual,-24807.48
2025-02-01,Italy,Southern Europe,Equipment,Depreciation,Actual,-62825.81
2025-02-01,Italy,Southern Europe,Equipment,Other Operating Income,Actual,5347.91
2025-02-01,Italy,Southern Europe,Equipment,Revenue,Budget,1365752.23
2025-02-01,Italy,Southern Europe,Equipment,Material Costs,Budget,-587273.46
2025-02-01,Italy,Southern Europe,Equipment,Production Costs,Budget,-204862.83
2025-02-01,Italy,Southern Europe,Equipment,Personnel Costs,Budget,-163890.27
2025-02-01,Italy,Southern Europe,Equipment,External Services,Budget,-54630.09
2025-02-01,Italy,Southern Europe,Equipment,Travel Expenses,Budget,-16358.21
2025-02-01,Italy,Southern Europe,Equipment,IT Expenses,Budget,-13918.42
2025-02-01,Italy,Southern Europe,Equipment,Other Operating Expenses,Budget,-23977.72
2025-02-01,Italy,Southern Europe,Equipment,Depreciation,Budget,-61458.85
2025-02-01,Italy,Southern Europe,Equipment,Other Operating Income,Budget,5573.15
2025-02-01,Italy,Southern Europe,Equipment,Revenue,Forecast,1368032.53
2025-02-01,Italy,Southern Europe,Equipment,Material Costs,Forecast,-584510.88
2025-02-01,Italy,Southern Europe,Equipment,Production Costs,Forecast,-203899.14
2025-02-01,Italy,Southern Europe,Equipment,Personnel Costs,Forecast,-163119.31
2025-02-01,Italy,Southern Europe,Equipment,External Services,Forecast,-54373.1
2025-02-01,Italy,Southern Europe,Equipment,Travel Expenses,Forecast,-16025.91
2025-02-01,Italy,Southern Europe,Equipment,IT Expenses,Forecast,-13651.04
2025-02-01,Italy,Southern Europe,Equipment,Other Operating Expenses,Forecast,-23987.28
2025-02-01,Italy,Southern Europe,Equipment,Depreciation,Forecast,-61561.46
2025-02-01,Italy,Southern Europe,Equipment,Other Operating Income,Forecast,5350.94
2025-02-01,Switzerland,DACH,Industrial Solutions,Revenue,Actual,1772530.28
2025-02-01,Switzerland,DACH,Industrial Solutions,Material Costs,Actual,-644363.57
2025-02-01,Switzerland,DACH,Industrial Solutions,Production Costs,Actual,-208982.78
2025-02-01,Switzerland,DACH,Industrial Solutions,Personnel Costs,Actual,-252520.86
2025-02-01,Switzerland,DACH,Industrial Solutions,External Services,Actual,-87076.16
2025-02-01,Switzerland,DACH,Industrial Solutions,Travel Expenses,Actual,-21406.91
2025-02-01,Switzerland,DACH,Industrial Solutions,IT Expenses,Actual,-17685.48
2025-02-01,Switzerland,DACH,Industrial Solutions,Other Operating Expenses,Actual,-31729.29
2025-02-01,Switzerland,DACH,Industrial Solutions,Depreciation,Actual,-62038.56
2025-02-01,Switzerland,DACH,Industrial Solutions,Other Operating Income,Actual,7264.3
2025-02-01,Switzerland,DACH,Industrial Solutions,Revenue,Budget,1634644.06
2025-02-01,Switzerland,DACH,Industrial Solutions,Material Costs,Budget,-604818.3
2025-02-01,Switzerland,DACH,Industrial Solutions,Production Costs,Budget,-196157.29
2025-02-01,Switzerland,DACH,Industrial Solutions,Personnel Costs,Budget,-237023.39
2025-02-01,Switzerland,DACH,Industrial Solutions,External Services,Budget,-81732.2
2025-02-01,Switzerland,DACH,Industrial Solutions,Travel Expenses,Budget,-20061.5
2025-02-01,Switzerland,DACH,Industrial Solutions,IT Expenses,Budget,-16173.0
2025-02-01,Switzerland,DACH,Industrial Solutions,Other Operating Expenses,Budget,-29000.03
2025-02-01,Switzerland,DACH,Industrial Solutions,Depreciation,Budget,-57212.54
2025-02-01,Switzerland,DACH,Industrial Solutions,Other Operating Income,Budget,6466.64
2025-02-01,Switzerland,DACH,Industrial Solutions,Revenue,Forecast,1710964.03
2025-02-01,Switzerland,DACH,Industrial Solutions,Material Costs,Forecast,-615569.73
2025-02-01,Switzerland,DACH,Industrial Solutions,Production Costs,Forecast,-199644.24
2025-02-01,Switzerland,DACH,Industrial Solutions,Personnel Costs,Forecast,-241236.79
2025-02-01,Switzerland,DACH,Industrial Solutions,External Services,Forecast,-83185.1
2025-02-01,Switzerland,DACH,Industrial Solutions,Travel Expenses,Forecast,-19598.29
2025-02-01,Switzerland,DACH,Industrial Solutions,IT Expenses,Forecast,-17577.37
2025-02-01,Switzerland,DACH,Industrial Solutions,Other Operating Expenses,Forecast,-32063.87
2025-02-01,Switzerland,DACH,Industrial Solutions,Depreciation,Forecast,-59883.74
2025-02-01,Switzerland,DACH,Industrial Solutions,Other Operating Income,Forecast,6775.68
2025-02-01,Switzerland,DACH,Services,Revenue,Actual,1047844.45
2025-02-01,Switzerland,DACH,Services,Material Costs,Actual,-193891.13
2025-02-01,Switzerland,DACH,Services,Production Costs,Actual,-86173.84
2025-02-01,Switzerland,DACH,Services,Personnel Costs,Actual,-253135.65
2025-02-01,Switzerland,DACH,Services,External Services,Actual,-80787.97
2025-02-01,Switzerland,DACH,Services,Travel Expenses,Actual,-12525.88
2025-02-01,Switzerland,DACH,Services,IT Expenses,Actual,-10278.19
2025-02-01,Switzerland,DACH,Services,Other Operating Expenses,Actual,-18103.71
2025-02-01,Switzerland,DACH,Services,Depreciation,Actual,-20956.89
2025-02-01,Switzerland,DACH,Services,Other Operating Income,Actual,4225.49
2025-02-01,Switzerland,DACH,Services,Revenue,Budget,1043724.08
2025-02-01,Switzerland,DACH,Services,Material Costs,Budget,-187870.33
2025-02-01,Switzerland,DACH,Services,Production Costs,Budget,-83497.93
2025-02-01,Switzerland,DACH,Services,Personnel Costs,Budget,-245275.16
2025-02-01,Switzerland,DACH,Services,External Services,Budget,-78279.31
2025-02-01,Switzerland,DACH,Services,Travel Expenses,Budget,-12240.5
2025-02-01,Switzerland,DACH,Services,IT Expenses,Budget,-10140.35
2025-02-01,Switzerland,DACH,Services,Other Operating Expenses,Budget,-18483.35
2025-02-01,Switzerland,DACH,Services,Depreciation,Budget,-20874.48
2025-02-01,Switzerland,DACH,Services,Other Operating Income,Budget,3994.28
2025-02-01,Switzerland,DACH,Services,Revenue,Forecast,1071754.12
2025-02-01,Switzerland,DACH,Services,Material Costs,Forecast,-196821.46
2025-02-01,Switzerland,DACH,Services,Production Costs,Forecast,-87476.2
2025-02-01,Switzerland,DACH,Services,Personnel Costs,Forecast,-256961.34
2025-02-01,Switzerland,DACH,Services,External Services,Forecast,-82008.94
2025-02-01,Switzerland,DACH,Services,Travel Expenses,Forecast,-13201.21
2025-02-01,Switzerland,DACH,Services,IT Expenses,Forecast,-10715.83
2025-02-01,Switzerland,DACH,Services,Other Operating Expenses,Forecast,-20005.34
2025-02-01,Switzerland,DACH,Services,Depreciation,Forecast,-21435.08
2025-02-01,Switzerland,DACH,Services,Other Operating Income,Forecast,4300.28
2025-02-01,Switzerland,DACH,Equipment,Revenue,Actual,1382959.88
2025-02-01,Switzerland,DACH,Equipment,Material Costs,Actual,-579252.2
2025-02-01,Switzerland,DACH,Equipment,Production Costs,Actual,-202064.72
2025-02-01,Switzerland,DACH,Equipment,Personnel Costs,Actual,-161651.78
2025-02-01,Switzerland,DACH,Equipment,External Services,Actual,-53883.93
2025-02-01,Switzerland,DACH,Equipment,Travel Expenses,Actual,-16500.76
2025-02-01,Switzerland,DACH,Equipment,IT Expenses,Actual,-13587.41
2025-02-01,Switzerland,DACH,Equipment,Other Operating Expenses,Actual,-24032.72
2025-02-01,Switzerland,DACH,Equipment,Depreciation,Actual,-62233.19
2025-02-01,Switzerland,DACH,Equipment,Other Operating Income,Actual,5736.78
2025-02-01,Switzerland,DACH,Equipment,Revenue,Budget,1299396.45
2025-02-01,Switzerland,DACH,Equipment,Material Costs,Budget,-558740.47
2025-02-01,Switzerland,DACH,Equipment,Production Costs,Budget,-194909.47
2025-02-01,Switzerland,DACH,Equipment,Personnel Costs,Budget,-155927.57
2025-02-01,Switzerland,DACH,Equipment,External Services,Budget,-51975.86
2025-02-01,Switzerland,DACH,Equipment,Travel Expenses,Budget,-16485.95
2025-02-01,Switzerland,DACH,Equipment,IT Expenses,Budget,-12630.51
2025-02-01,Switzerland,DACH,Equipment,Other Operating Expenses,Budget,-23718.32
2025-02-01,Switzerland,DACH,Equipment,Depreciation,Budget,-58472.84
2025-02-01,Switzerland,DACH,Equipment,Other Operating Income,Budget,5062.31
2025-02-01,Switzerland,DACH,Equipment,Revenue,Forecast,1351156.55
2025-02-01,Switzerland,DACH,Equipment,Material Costs,Forecast,-577601.09
2025-02-01,Switzerland,DACH,Equipment,Production Costs,Forecast,-201488.75
2025-02-01,Switzerland,DACH,Equipment,Personnel Costs,Forecast,-161191.0
2025-02-01,Switzerland,DACH,Equipment,External Services,Forecast,-53730.33
2025-02-01,Switzerland,DACH,Equipment,Travel Expenses,Forecast,-15925.73
2025-02-01,Switzerland,DACH,Equipment,IT Expenses,Forecast,-13278.09
2025-02-01,Switzerland,DACH,Equipment,Other Operating Expenses,Forecast,-24350.32
2025-02-01,Switzerland,DACH,Equipment,Depreciation,Forecast,-60802.04
2025-02-01,Switzerland,DACH,Equipment,Other Operating Income,Forecast,5224.99
2025-03-01,Austria,DACH,Industrial Solutions,Revenue,Actual,2402967.34
2025-03-01,Austria,DACH,Industrial Solutions,Material Costs,Actual,-899337.47
2025-03-01,Austria,DACH,Industrial Solutions,Production Costs,Actual,-291677.02
2025-03-01,Austria,DACH,Industrial Solutions,Personnel Costs,Actual,-352443.06
2025-03-01,Austria,DACH,Industrial Solutions,External Services,Actual,-121532.09
2025-03-01,Austria,DACH,Industrial Solutions,Travel Expenses,Actual,-28336.66
2025-03-01,Austria,DACH,Industrial Solutions,IT Expenses,Actual,-24392.71
2025-03-01,Austria,DACH,Industrial Solutions,Other Operating Expenses,Actual,-43795.07
2025-03-01,Austria,DACH,Industrial Solutions,Depreciation,Actual,-84103.86
2025-03-01,Austria,DACH,Industrial Solutions,Other Operating Income,Actual,9236.02
2025-03-01,Austria,DACH,Industrial Solutions,Revenue,Budget,2415012.52
2025-03-01,Austria,DACH,Industrial Solutions,Material Costs,Budget,-893554.63
2025-03-01,Austria,DACH,Industrial Solutions,Production Costs,Budget,-289801.5
2025-03-01,Austria,DACH,Industrial Solutions,Personnel Costs,Budget,-350176.82
2025-03-01,Austria,DACH,Industrial Solutions,External Services,Budget,-120750.63
2025-03-01,Austria,DACH,Industrial Solutions,Travel Expenses,Budget,-29066.51
2025-03-01,Austria,DACH,Industrial Solutions,IT Expenses,Budget,-24513.05
2025-03-01,Austria,DACH,Industrial Solutions,Other Operating Expenses,Budget,-41655.99
2025-03-01,Austria,DACH,Industrial Solutions,Depreciation,Budget,-84525.44
2025-03-01,Austria,DACH,Industrial Solutions,Other Operating Income,Budget,9870.01
2025-03-01,Austria,DACH,Industrial Solutions,Revenue,Forecast,2403783.84
2025-03-01,Austria,DACH,Industrial Solutions,Material Costs,Forecast,-882327.97
2025-03-01,Austria,DACH,Industrial Solutions,Production Costs,Forecast,-286160.42
2025-03-01,Austria,DACH,Industrial Solutions,Personnel Costs,Forecast,-345777.18
2025-03-01,Austria,DACH,Industrial Solutions,External Services,Forecast,-119233.51
2025-03-01,Austria,DACH,Industrial Solutions,Travel Expenses,Forecast,-29339.18
2025-03-01,Austria,DACH,Industrial Solutions,IT Expenses,Forecast,-23670.9
2025-03-01,Austria,DACH,Industrial Solutions,Other Operating Expenses,Forecast,-41315.76
2025-03-01,Austria,DACH,Industrial Solutions,Depreciation,Forecast,-84132.43
2025-03-01,Austria,DACH,Industrial Solutions,Other Operating Income,Forecast,8989.17
2025-03-01,Austria,DACH,Services,Revenue,Actual,1518176.34
2025-03-01,Austria,DACH,Services,Material Costs,Actual,-277634.47
2025-03-01,Austria,DACH,Services,Production Costs,Actual,-123393.1
2025-03-01,Austria,DACH,Services,Personnel Costs,Actual,-362467.23
2025-03-01,Austria,DACH,Services,External Services,Actual,-115681.03
2025-03-01,Austria,DACH,Services,Travel Expenses,Actual,-17310.02
2025-03-01,Austria,DACH,Services,IT Expenses,Actual,-15161.7
2025-03-01,Austria,DACH,Services,Other Operating Expenses,Actual,-26499.83
2025-03-01,Austria,DACH,Services,Depreciation,Actual,-30363.53
2025-03-01,Austria,DACH,Services,Other Operating Income,Actual,5914.37
2025-03-01,Austria,DACH,Services,Revenue,Budget,1505368.13
2025-03-01,Austria,DACH,Services,Material Costs,Budget,-270966.26
2025-03-01,Austria,DACH,Services,Production Costs,Budget,-120429.45
2025-03-01,Austria,DACH,Services,Personnel Costs,Budget,-353761.51
2025-03-01,Austria,DACH,Services,External Services,Budget,-112902.61
2025-03-01,Austria,DACH,Services,Travel Expenses,Budget,-18090.1
2025-03-01,Austria,DACH,Services,IT Expenses,Budget,-14794.63
2025-03-01,Austria,DACH,Services,Other Operating Expenses,Budget,-26836.12
2025-03-01,Austria,DACH,Services,Depreciation,Budget,-30107.36
2025-03-01,Austria,DACH,Services,Other Operating Income,Budget,6263.85
2025-03-01,Austria,DACH,Services,Revenue,Forecast,1501471.04
2025-03-01,Austria,DACH,Services,Material Costs,Forecast,-268393.83
2025-03-01,Austria,DACH,Services,Production Costs,Forecast,-119286.14
2025-03-01,Austria,DACH,Services,Personnel Costs,Forecast,-350403.05
2025-03-01,Austria,DACH,Services,External Services,Forecast,-111830.76
2025-03-01,Austria,DACH,Services,Travel Expenses,Forecast,-18469.37
2025-03-01,Austria,DACH,Services,IT Expenses,Forecast,-14675.47
2025-03-01,Austria,DACH,Services,Other Operating Expenses,Forecast,-27384.45
2025-03-01,Austria,DACH,Services,Depreciation,Forecast,-30029.42
2025-03-01,Austria,DACH,Services,Other Operating Income,Forecast,6352.2
2025-03-01,Austria,DACH,Equipment,Revenue,Actual,1852547.48
2025-03-01,Austria,DACH,Equipment,Material Costs,Actual,-792551.79
2025-03-01,Austria,DACH,Equipment,Production Costs,Actual,-276471.56
2025-03-01,Austria,DACH,Equipment,Personnel Costs,Actual,-221177.24
2025-03-01,Austria,DACH,Equipment,External Services,Actual,-73725.75
2025-03-01,Austria,DACH,Equipment,Travel Expenses,Actual,-22478.09
2025-03-01,Austria,DACH,Equipment,IT Expenses,Actual,-18301.69
2025-03-01,Austria,DACH,Equipment,Other Operating Expenses,Actual,-33418.04
2025-03-01,Austria,DACH,Equipment,Depreciation,Actual,-83364.64
