Date,Country,Business Unit,Revenue,COGS,Accounts Receivable,Inventory,Accounts Payable,Operating Working Capital,DSO,DIO,DPO,CCC
2026-02-01,France,Industrial Solutions,11961085.23,8227371.28,32709885.98,16786436.28,11158633.49,38337688.77,76.57,57.13,37.98,95.72
2026-02-01,France,Services,7854068.43,4446133.51,22462130.16,8955339.43,6108465.24,25309004.35,80.08,56.4,38.47,98.01
2026-02-01,France,Equipment,9489537.84,6701519.74,25522028.49,15454313.81,8840596.21,32135746.1,75.31,64.57,36.94,102.94
2026-02-01,Italy,Industrial Solutions,9830867.75,6603706.88,19802354.63,15763314.15,19370672.05,16194996.73,56.4,66.84,82.13,41.11
2026-02-01,Italy,Services,6627907.65,3724535.52,14013061.3,8552397.09,10851539.89,11713918.5,59.2,64.29,81.58,41.91
2026-02-01,Italy,Equipment,6976773.94,5052292.65,13482373.73,12343180.56,14068717.94,11756836.35,54.11,68.41,77.97,44.55
2026-02-01,Switzerland,Industrial Solutions,8737390.06,5884342.98,10120254.35,9210354.82,8313041.83,11017567.33,32.43,43.83,39.56,36.7
2026-02-01,Switzerland,Services,5937766.09,3322737.47,7341492.22,5380450.25,4856696.62,7865245.84,34.62,45.34,40.93,39.03
2026-02-01,Switzerland,Equipment,6657696.48,4716737.28,7391671.74,8609780.05,6544649.28,9456802.51,31.09,51.11,38.85,43.35
2026-03-01,Austria,Industrial Solutions,11737037.9,7995042.93,18652241.27,24415110.06,12749269.48,30318081.85,49.26,94.67,49.43,94.5
2026-03-01,Austria,Services,7636696.21,4267517.3,12489670.96,12787093.28,6658320.31,18618443.93,50.7,92.89,48.37,95.22
2026-03-01,Austria,Equipment,9027428.43,6688533.72,14202948.5,21040070.61,10307571.62,24935447.49,48.77,97.52,47.77,98.52
2026-03-01,Germany,Industrial Solutions,13285056.37,8892247.63,15904304.22,14785920.68,11893766.23,18796458.67,37.11,51.55,41.46,47.19
2026-03-01,Germany,Services,8723820.69,4721410.76,11220957.87,7690685.68,6583940.35,12327703.19,39.87,50.5,43.23,47.14
2026-03-01,Germany,Equipment,9849882.46,7042694.64,12204193.68,12730563.0,9799319.4,15135437.28,38.41,56.04,43.13,51.31
2026-03-01,France,Industrial Solutions,12779741.99,8476137.92,30765832.76,16219317.32,10667353.28,36317796.79,74.63,59.32,39.01,94.93
2026-03-01,France,Services,8520139.87,4717964.2,21009488.27,9087296.23,5690201.39,24406583.11,76.44,59.71,37.39,98.76
2026-03-01,France,Equipment,10008926.73,7271132.31,24371677.05,14788067.02,8768968.48,30390775.59,75.48,63.05,37.39,101.15
2026-03-01,Italy,Industrial Solutions,9716410.39,6496351.54,16914467.08,13849881.88,16614021.16,14150327.8,53.97,66.09,79.28,40.78
2026-03-01,Italy,Services,6627072.74,3747479.66,12684553.9,8059285.5,9958087.94,10785751.46,59.34,66.67,82.38,43.63
2026-03-01,Italy,Equipment,7471705.13,5346136.94,13461647.49,12213902.86,13509981.28,12165569.07,55.85,70.82,78.34,48.34
2026-03-01,Switzerland,Industrial Solutions,9326154.02,6236932.42,9467469.26,9073696.7,8092531.64,10448634.32,31.47,45.1,40.22,36.35
2026-03-01,Switzerland,Services,6280584.03,3369653.08,7251576.06,4822638.8,4251288.65,7822926.21,35.79,44.37,39.11,41.05
2026-03-01,Switzerland,Equipment,7234443.21,5351202.94,7630070.41,8791257.96,6969092.67,9452235.7,32.7,50.93,40.37,43.25
2026-04-01,Austria,Industrial Solutions,11526558.55,7643826.47,18341192.62,23514856.72,12053827.91,29802221.43,47.74,92.29,47.31,92.72
2026-04-01,Austria,Services,8144167.33,4478183.61,13497057.43,13649297.97,7243877.74,19902477.66,49.72,91.44,48.53,92.63
2026-04-01,Austria,Equipment,8364543.12,6149379.06,13379371.68,20064573.01,9893558.54,23550386.15,47.99,97.89,48.27,97.61
2026-04-01,Germany,Industrial Solutions,13688461.91,9223157.18,17523912.73,16049856.42,12731926.32,20841842.83,38.41,52.21,41.41,49.2
2026-04-01,Germany,Services,9535677.36,5338215.78,13155989.93,9447541.37,7638200.53,14965330.77,41.39,53.09,42.93,51.56
2026-04-01,Germany,Equipment,10388124.05,7630689.76,13314193.68,14655014.76,10758992.95,17210215.49,38.45,57.62,42.3,53.77
2026-04-01,France,Industrial Solutions,12984481.43,8648587.68,33203014.97,17093649.72,10645455.42,39651209.27,76.71,59.29,36.93,99.08
2026-04-01,France,Services,9065789.31,4875152.73,23337866.89,9563003.52,6049501.06,26851369.34,77.23,58.85,37.23,98.85
2026-04-01,France,Equipment,10063967.73,7390456.55,25171192.59,15060306.51,9241629.68,30989869.42,75.03,61.13,37.51,98.65
2026-04-01,Italy,Industrial Solutions,10455651.68,7315112.64,19320296.34,15620992.41,19663809.72,15277479.03,55.43,64.06,80.64,38.85
2026-04-01,Italy,Services,7172619.64,4011179.21,13540063.15,8827002.16,10722962.33,11644102.98,56.63,66.02,80.2,42.45
2026-04-01,Italy,Equipment,8372187.64,5970783.66,15471147.57,14292965.04,15542357.22,14221755.38,55.44,71.81,78.09,49.16
2026-04-01,Switzerland,Industrial Solutions,9646192.26,6633355.91,10022473.23,9831208.72,8954944.92,10898737.03,31.17,44.46,40.5,35.13
2026-04-01,Switzerland,Services,6015785.53,3324994.6,6953517.04,5023675.81,4312493.71,7664699.14,34.68,45.33,38.91,41.09
2026-04-01,Switzerland,Equipment,7364570.84,5453131.26,8076539.61,9224690.53,7109466.62,10191763.52,32.9,50.75,39.11,44.54
2026-05-01,Austria,Industrial Solutions,12159102.34,8032341.26,18287178.46,23841995.66,12428698.77,29700475.35,46.62,92.02,47.97,90.67
2026-05-01,Austria,Services,8429738.7,4687345.64,13823265.61,13871040.72,7474308.09,20219998.25,50.83,91.74,49.43,93.14
2026-05-01,Austria,Equipment,8991638.01,6455096.21,13641543.7,20767393.85,10111138.76,24297798.79,47.03,99.73,48.56,98.21
2026-05-01,Germany,Industrial Solutions,13108187.85,8690219.25,16242118.1,14712281.88,11613669.0,19340730.99,38.41,52.48,41.43,49.46
2026-05-01,Germany,Services,9897527.09,5329668.99,13037132.39,9178047.89,7186063.68,15029116.61,40.83,53.38,41.8,52.42
2026-05-01,Germany,Equipment,10606225.62,7589561.33,12825051.67,14360234.35,10226694.38,16958591.64,37.49,58.66,41.77,54.37
2026-05-01,France,Industrial Solutions,13586475.98,9089109.89,32304682.79,16527035.37,11242877.2,37588840.96,73.71,56.37,38.35,91.73
2026-05-01,France,Services,8839583.79,4968056.67,22205782.25,9556187.32,5974969.28,25787000.29,77.87,59.63,37.28,100.22
2026-05-01,France,Equipment,10420627.72,7627367.87,25621011.92,15821444.4,9496106.14,31946350.18,76.22,64.3,38.6,101.93
2026-05-01,Italy,Industrial Solutions,10775007.93,7164893.15,18580749.15,15402511.0,18619459.02,15363801.14,53.46,66.64,80.56,39.54
2026-05-01,Italy,Services,7609806.11,4180753.19,13910782.64,8568955.96,10909164.76,11570573.84,56.67,63.54,80.89,39.32
2026-05-01,Italy,Equipment,8096515.39,5724743.77,14357540.81,12588836.68,14846192.75,12100184.74,54.97,68.17,80.39,42.75
2026-05-01,Switzerland,Industrial Solutions,9173337.66,6349237.7,9361507.96,9191872.2,7952499.95,10600880.2,31.64,44.88,38.83,37.69
2026-05-01,Switzerland,Services,6196714.98,3386209.07,6987869.88,4944963.63,4314684.68,7618148.83,34.96,45.27,39.5,40.73
2026-05-01,Switzerland,Equipment,7427412.06,5463287.07,7795743.15,8568347.42,7041157.81,9322932.76,32.54,48.62,39.95,41.2
2026-06-01,Austria,Industrial Solutions,11555469.82,7736103.2,19028618.74,23467501.33,12376939.39,30119180.68,49.4,91.01,48.0,92.41
2026-06-01,Austria,Services,8517153.76,4741340.6,14530981.16,14265827.99,7507155.58,21289653.57,51.18,90.26,47.5,93.95
2026-06-01,Austria,Equipment,9351032.51,6566256.06,14827559.94,20849008.64,10240362.19,25436206.39,47.57,95.26,46.79,96.04
2026-06-01,Germany,Industrial Solutions,13777591.78,9162302.48,17522338.08,16061861.58,13058565.04,20525634.62,38.15,52.59,42.76,47.99
2026-06-01,Germany,Services,9310285.61,5018494.63,12422166.92,8769930.16,7112933.05,14079164.03,40.03,52.43,42.52,49.93
2026-06-01,Germany,Equipment,10127700.86,7482794.75,12483571.02,14252537.39,10607318.63,16128789.78,36.98,57.14,42.53,51.59
2026-06-01,France,Industrial Solutions,13937624.34,9599326.17,35474866.76,18379921.55,12388826.77,41465961.55,76.36,57.44,38.72,95.08
2026-06-01,France,Services,8772425.76,4939129.66,22873437.06,9730776.29,6238332.43,26365880.92,78.22,59.1,37.89,99.44
2026-06-01,France,Equipment,10441167.29,7529549.59,26465627.96,15415136.78,9285842.82,32594921.92,76.04,61.42,37.0,100.46
2026-06-01,Italy,Industrial Solutions,10586183.83,7051556.8,19840938.29,15020975.86,19341046.01,15520868.14,56.23,63.9,82.28,37.85
2026-06-01,Italy,Services,7410337.68,3997950.48,14575677.45,8744711.79,10660047.12,12660342.12,59.01,65.62,79.99,44.64
2026-06-01,Italy,Equipment,8453873.7,6166843.17,15246251.43,14817814.6,16913391.1,13150674.93,54.1,72.08,82.28,43.91
2026-06-01,Switzerland,Industrial Solutions,9879507.34,6596955.39,10652097.4,9641436.16,8548239.36,11745294.2,32.35,43.84,38.87,37.32
2026-06-01,Switzerland,Services,6523104.15,3579661.41,7778447.76,5442679.06,4842386.45,8378740.38,35.77,45.61,40.58,40.8
2026-06-01,Switzerland,Equipment,7398217.29,5277476.81,7830370.44,9053150.61,6842470.7,10041050.35,31.75,51.46,38.9,44.32
2026-07-01,Austria,Industrial Solutions,11140364.75,7611208.11,17186065.47,23142231.27,11775669.97,28552626.77,47.82,94.26,47.96,94.12
2026-07-01,Austria,Services,7718226.26,4347083.79,12638089.09,12866624.69,6768264.88,18736448.9,50.76,91.75,48.27,94.25
2026-07-01,Austria,Equipment,8614161.4,6094524.42,13436464.48,19418643.84,9568671.79,23286436.53,48.35,98.77,48.67,98.46
2026-07-01,Germany,Industrial Solutions,11728437.82,8078614.33,14729629.34,13290782.89,10772860.67,17247551.56,38.93,51.0,41.34,48.59
2026-07-01,Germany,Services,8975836.0,4842214.35,12123686.97,8118660.71,6460923.23,13781424.45,41.87,51.98,41.36,52.48
2026-07-01,Germany,Equipment,9859149.9,7075292.6,12096153.98,12899531.53,9639341.24,15356344.27,38.03,56.52,42.23,52.32
2026-07-01,France,Industrial Solutions,11263515.8,7609137.1,28017943.02,14029850.79,9415045.42,32632748.39,77.11,57.16,38.36,95.91
2026-07-01,France,Services,7955461.01,4447298.52,19573639.05,8555307.93,5436412.16,22692534.82,76.27,59.63,37.89,98.01
2026-07-01,France,Equipment,8742822.29,6133746.07,20732872.78,12480144.27,7445253.21,25767763.83,73.51,63.07,37.63,98.96
2026-07-01,Italy,Industrial Solutions,9982366.24,6759860.88,17443623.78,14273525.93,17661233.53,14055916.18,54.17,65.46,80.99,38.64
2026-07-01,Italy,Services,6382840.17,3440551.49,11610101.43,7316384.68,8966106.24,9960379.87,56.39,65.92,80.79,41.52
2026-07-01,Italy,Equipment,7364711.18,5412091.78,13306064.0,12283438.6,14275300.29,11314202.31,56.01,70.36,81.77,44.6
2026-07-01,Switzerland,Industrial Solutions,8234995.97,5469406.97,8383204.45,7728472.22,7070497.68,9041178.99,31.56,43.8,40.07,35.29
2026-07-01,Switzerland,Services,6219388.18,3326118.46,6862679.73,4814388.81,4403491.15,7273577.39,34.21,44.87,41.04,38.04
2026-07-01,Switzerland,Equipment,6421536.89,4625513.57,6446357.15,7303093.51,6142668.94,7606781.72,31.12,48.95,41.17,38.9
2026-08-01,Austria,Industrial Solutions,9724302.58,6416109.93,15465160.02,19408999.36,10153929.57,24720229.82,49.3,93.78,49.06,94.02
2026-08-01,Austria,Services,6341688.82,3491192.72,10426119.08,10578438.12,5288841.15,15715716.05,50.97,93.93,46.96,97.93
2026-08-01,Austria,Equipment,6685194.83,4757870.36,10478391.75,14771944.03,7443685.94,17806649.84,48.59,96.25,48.5,96.34
2026-08-01,Germany,Industrial Solutions,11189040.38,7423157.92,13857638.35,12409724.27,10279330.1,15988032.52,38.39,51.82,42.93,47.29
2026-08-01,Germany,Services,7048681.72,3921580.99,9511573.79,6753619.82,5371526.74,10893666.86,41.83,53.39,42.46,52.76
2026-08-01,Germany,Equipment,8144757.76,5905690.56,10204883.16,10904854.82,7775808.51,13333929.47,38.84,57.24,40.82,55.27
2026-08-01,France,Industrial Solutions,10655190.6,7327922.91,26051703.94,13476416.52,9068247.6,30459872.85,75.79,57.01,38.36,94.44
2026-08-01,France,Services,6924620.4,3843099.84,17011973.03,7258413.29,4852057.77,19418328.56,76.16,58.55,39.14,95.57
2026-08-01,France,Equipment,7370770.79,5458895.48,17732906.09,11340670.12,6804925.09,22268651.13,74.58,64.4,38.64,100.34
2026-08-01,Italy,Industrial Solutions,8355877.47,5763288.74,15161632.22,12014811.18,14718651.01,12457792.39,56.25,64.63,79.17,41.71
2026-08-01,Italy,Services,5854099.94,3279226.28,11125198.05,6998659.4,8429811.77,9694045.67,58.91,66.16,79.69,45.38
2026-08-01,Italy,Equipment,6619513.52,4657443.58,11775647.78,10204937.61,11892708.87,10087876.52,55.15,67.92,79.16,43.91
2026-08-01,Switzerland,Industrial Solutions,7250119.55,4899368.67,7571766.91,7064432.38,6302305.21,8333894.08,32.38,44.7,39.88,37.2
2026-08-01,Switzerland,Services,4940399.75,2696555.7,5486595.4,3814115.28,3501023.21,5799687.47,34.43,43.85,40.25,38.03
2026-08-01,Switzerland,Equipment,5782248.39,4193066.71,5955698.78,6714230.21,5528355.66,7141573.33,31.93,49.64,40.87,40.7
2026-09-01,Austria,Industrial Solutions,12158336.73,8257341.93,18899668.03,25353938.0,13116777.58,31136828.44,46.63,92.11,47.65,91.09
2026-09-01,Austria,Services,8296116.67,4584813.11,14131832.95,14304939.43,7452287.24,20984485.14,51.1,93.6,48.76,95.94
2026-09-01,Austria,Equipment,9681663.9,7062027.52,15914044.07,22402447.98,11092995.31,27223496.74,49.31,95.17,47.12,97.36
2026-09-01,Germany,Industrial Solutions,13125795.74,9004518.6,17023067.49,15367611.13,12929326.25,19461352.37,38.91,51.2,43.08,47.03
2026-09-01,Germany,Services,9148170.47,5162645.49,12391194.4,8734582.32,7221576.8,13904199.93,40.63,50.76,41.96,49.43
2026-09-01,Germany,Equipment,10417679.82,7403912.86,13043150.83,14323202.26,10389833.53,16976519.56,37.56,58.04,42.1,53.5
2026-09-01,France,Industrial Solutions,13041475.49,8926911.08,33026527.28,17023241.97,11248768.5,38801000.75,75.97,57.21,37.8,95.38
2026-09-01,France,Services,8818731.13,4757510.8,23177868.76,9022049.2,6035278.69,26164639.27,78.85,56.89,38.06,97.68
2026-09-01,France,Equipment,10521806.13,7397009.45,26410752.24,15306830.72,9629790.17,32087792.79,75.3,62.08,39.06,98.33
2026-09-01,Italy,Industrial Solutions,10895947.14,7545274.47,20036102.33,15900234.57,20281478.1,15654858.8,55.17,63.22,80.64,37.75
2026-09-01,Italy,Services,7967691.51,4408947.51,15699214.59,9772932.61,11565372.25,13906774.96,59.11,66.5,78.69,46.91
2026-09-01,Italy,Equipment,8107887.54,5876551.31,14785109.67,13991562.8,16046924.53,12729747.94,54.71,71.43,81.92,44.21
2026-09-01,Switzerland,Industrial Solutions,9533752.25,6380600.2,10340501.22,9441581.77,8672144.78,11109938.21,32.54,44.39,40.77,36.16
2026-09-01,Switzerland,Services,6656980.58,3698146.74,7578001.4,5588444.61,4916592.71,8249853.3,34.15,45.33,39.88,39.6
2026-09-01,Switzerland,Equipment,7542543.45,5322457.74,8159724.03,9063860.1,6975999.08,10247585.05,32.45,51.09,39.32,44.22
2026-10-01,Austria,Industrial Solutions,11755796.7,7765461.43,18357578.3,23446078.52,12057629.49,29746027.32,48.41,93.6,48.13,93.87
2026-10-01,Austria,Services,8278461.92,4523350.75,13696607.79,13567419.81,7208881.93,20055145.66,51.29,92.98,49.4,94.87
2026-10-01,Austria,Equipment,9089366.81,6620969.69,13993062.04,20840637.0,10385670.48,24448028.57,47.72,97.58,48.63,96.68
2026-10-01,Germany,Industrial Solutions,14536587.02,10176239.55,17421742.69,16664354.52,13972743.01,20113354.2,37.15,50.76,42.57,45.35
2026-10-01,Germany,Services,9929167.67,5387043.13,12800737.93,8811682.67,7471196.45,14141224.15,39.97,50.71,42.99,47.68
2026-10-01,Germany,Equipment,10525467.97,7498023.95,12690582.74,13666741.95,9896169.7,16461154.99,37.38,56.5,40.91,52.97
2026-10-01,France,Industrial Solutions,13621804.35,9022519.16,33549890.83,16611132.44,11086413.77,39074609.49,76.35,57.07,38.09,95.33
2026-10-01,France,Services,9838097.87,5459937.26,24802873.75,10107696.78,6625764.96,28284805.56,78.15,57.39,37.62,97.92
2026-10-01,France,Equipment,10667026.13,7907965.91,26057919.44,16126745.82,9827786.15,32356879.11,75.73,63.22,38.53,100.42
2026-10-01,Italy,Industrial Solutions,11073251.71,7331088.45,19719525.07,15793704.07,18550362.54,16962866.6,55.21,66.78,78.44,43.55
2026-10-01,Italy,Services,7873764.39,4252862.75,14763227.04,8701499.61,10942448.56,12522278.1,58.12,63.43,79.76,41.79
2026-10-01,Italy,Equipment,8816534.24,6289848.57,15797013.47,14454658.35,16647900.89,13603770.93,55.54,71.24,82.05,44.73
2026-10-01,Switzerland,Industrial Solutions,9569419.19,6467894.73,9672101.75,9666311.54,8559487.18,10778926.11,31.33,46.33,41.02,36.64
2026-10-01,Switzerland,Services,6875690.62,3859236.44,7772638.16,5643657.91,4856898.69,8559397.38,35.04,45.33,39.01,41.36
2026-10-01,Switzerland,Equipment,7836104.65,5515969.02,8247133.58,9047271.79,7206522.29,10087883.08,32.63,50.85,40.5,42.97
2026-11-01,Austria,Industrial Solutions,11137159.33,7483810.64,17566182.63,23005124.42,11677840.67,28893466.38,47.32,92.22,46.81,92.72
2026-11-01,Austria,Services,8592920.79,4741362.94,14437511.69,14607373.78,7562148.84,21482736.64,50.4,92.43,47.85,94.98
2026-11-01,Austria,Equipment,9181511.02,6616907.04,15060080.22,21611291.56,10899681.39,25771690.39,49.21,97.98,49.42,97.77
2026-11-01,Germany,Industrial Solutions,14134590.02,9443421.77,18366371.83,15991825.09,13472606.65,20885590.27,38.98,50.8,42.8,46.98
2026-11-01,Germany,Services,9255013.2,5205696.45,12927840.35,9188832.88,7414799.11,14701874.12,41.91,52.95,42.73,52.13
2026-11-01,Germany,Equipment,10188270.78,7151103.59,12830019.71,13320945.57,10128650.72,16022314.57,37.78,55.88,42.49,51.17
2026-11-01,France,Industrial Solutions,12733374.95,8905784.78,32102694.92,17550995.91,11031938.86,38621751.98,75.63,59.12,37.16,97.59
2026-11-01,France,Services,9371442.41,5285034.2,24346835.51,10282872.63,6800740.85,27828967.29,77.94,58.37,38.6,97.71
2026-11-01,France,Equipment,9589817.96,6905732.0,23828774.42,14194339.35,8677737.88,29345375.89,74.54,61.66,37.7,98.51
2026-11-01,Italy,Industrial Solutions,10064217.27,6648956.6,18047170.77,14806372.83,17783242.09,15070301.5,53.8,66.81,80.24,40.36
2026-11-01,Italy,Services,7759081.24,4250210.78,14831514.86,9212183.58,11292761.33,12750937.1,57.35,65.02,79.71,42.66
2026-11-01,Italy,Equipment,7778439.72,5647798.27,14017507.04,13272753.17,15196524.26,12093735.95,54.06,70.5,80.72,43.84
2026-11-01,Switzerland,Industrial Solutions,9040907.55,5986012.6,9806088.45,8957361.73,7769763.16,10993687.02,32.54,44.89,38.94,38.49
2026-11-01,Switzerland,Services,6919726.51,3704868.34,8167485.6,5718579.52,4862520.19,9023544.93,35.41,46.31,39.37,42.34
2026-11-01,Switzerland,Equipment,6946030.68,4887531.63,7321646.16,7950895.93,6591844.41,8680697.67,31.62,48.8,40.46,39.96
2026-12-01,Austria,Industrial Solutions,12238345.28,8326779.49,19514431.18,25450923.49,12982209.92,31983144.76,49.43,94.75,48.33,95.85
2026-12-01,Austria,Services,8734493.09,4839682.72,14392964.5,14454656.22,7327661.48,21519959.23,51.08,92.59,46.94,96.73
2026-12-01,Austria,Equipment,10396955.94,7463254.13,15803545.02,23406311.75,11496467.36,27713389.42,47.12,97.22,47.75,96.59
2026-12-01,Germany,Industrial Solutions,15438162.33,10645098.71,19229981.74,17332424.43,14349836.21,22212569.96,38.61,50.47,41.79,47.3
2026-12-01,Germany,Services,10260737.73,5480602.17,13375083.63,9336843.0,7263657.11,15448269.51,40.41,52.81,41.09,52.14
2026-12-01,Germany,Equipment,11474816.12,8120689.74,13654155.9,14699734.38,11316365.01,17037525.27,36.89,56.11,43.2,49.8
2026-12-01,France,Industrial Solutions,14722606.08,10287431.71,35593250.5,18796757.82,12646687.46,41743320.87,74.95,56.64,38.11,93.48
2026-12-01,France,Services,9782787.15,5491702.41,24021168.85,10267548.86,6590416.85,27698300.86,76.12,57.96,37.2,96.88
2026-12-01,France,Equipment,10699653.36,7813462.8,25849010.08,15760726.8,9517152.05,32092584.83,74.89,62.53,37.76,99.66
2026-12-01,Italy,Industrial Solutions,11568547.66,8001139.29,21007691.21,17234919.97,21003542.0,17239069.18,56.29,66.78,81.38,41.69
2026-12-01,Italy,Services,7869883.82,4377295.84,14669173.74,9043100.02,11527281.52,12184992.25,57.78,64.04,81.64,40.19
2026-12-01,Italy,Equipment,8447090.85,6228514.12,14952134.38,14180166.0,16227268.16,12905032.23,54.87,70.58,80.76,44.68
2026-12-01,Switzerland,Industrial Solutions,10823391.06,7420258.48,11248908.31,10491278.58,9585101.95,12155084.93,32.22,43.83,40.04,36.0
2026-12-01,Switzerland,Services,6853600.44,3823180.36,7743610.33,5609791.39,4797476.55,8555925.17,35.03,45.49,38.9,41.61
2026-12-01,Switzerland,Equipment,7552751.37,5508562.74,7596216.71,8656221.26,6899752.09,9352685.88,31.18,48.71,38.83,41.06
